2.978173	1.7327317	0.37110484	-1.4817771	-0.041336138	-0.11353218	0.6771119	1.058826	-0.06791776	-1.0401379
1.4501996	1.7249678	-0.9524178	0.06973932	-0.24722165	1.3530744	0.23860925	1.2762561	-0.26957953	-1.187438
0.6131816	0.5147836	1.3083916	-0.4058191	-1.5007381	-0.20703085	-0.6515586	-0.5056119	0.5477753	-0.27388752
0.25826207	-1.057426	0.27748656	0.35246783	0.26076365	0.85479325	0.7174858	-0.050490536	0.11469563	0.6571126
-1.3647906	0.6740884	-0.16287942	0.18898855	-0.4407944	2.828344	1.8755552	-0.7794455	0.07359875	-0.044868298
0.6739546	-0.19776078	0.73407614	0.34197232	-0.25396895	0.36142802	0.89579374	-0.46552408	0.9842932	0.5806502
1.7035955	0.045533475	1.323496	-0.609935	-1.7566286	-0.182195	1.6160971	1.3191792	-1.7960354	1.4515065
-2.1560068	-0.0064312657	0.55019593	-0.82961607	-1.4543366	-0.40977988	-0.94500273	1.0527297	0.50424093	-1.5989696
1.1394641	0.3508271	-0.017704591	0.4194395	-0.5399596	-0.5049735	0.9285348	-0.28419486	0.61592937	0.5527064
0.75702024	-0.6305368	1.0438298	1.1231891	-0.084903374	-1.2525312	0.8278943	-0.83230245	0.28056234	-0.50461555
